"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-15","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-16","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-17","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-18","    2","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-19","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-20","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-21","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-22","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-23","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-24","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-25","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-26","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-27","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-28","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-29","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-30","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-10-31","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-01","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-02","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-03","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-04","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-05","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-06","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-07","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-08","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-09","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-10","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-11","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-12","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-13","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-14","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-15","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-16","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-17","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-18","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-19","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-20","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-21","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-22","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-23","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-24","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-25","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-26","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-27","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-28","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-29","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-11-30","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-01","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-02","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-03","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-04","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-05","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-06","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-07","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-08","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-09","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-10","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-11","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-12","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-13","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-14","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-15","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-16","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-17","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-18","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-19","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-20","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-21","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-22","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-23","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-24","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-25","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-26","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-27","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-28","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-29","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-30","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2020-12-31","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-01","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-02","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-03","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-04","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-05","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-06","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-07","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-08","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-09","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-10","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-11","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-12","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-13","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-14","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-15","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-16","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-17","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-18","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-19","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-20","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-21","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-22","    2","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-23","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-24","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-25","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-26","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-27","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-28","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-29","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-30","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-01-31","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-01","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-02","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-03","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-04","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-05","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-06","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-07","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-08","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-09","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-10","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-11","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-12","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-13","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-14","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-15","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-16","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-17","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-18","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-19","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-20","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-21","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-22","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-23","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-24","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-25","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-26","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-27","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-02-28","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-01","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-02","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-03","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-04","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-05","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-06","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-07","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-08","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-09","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-10","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-11","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-12","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-13","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-14","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-15","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-16","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-17","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-18","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-19","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-20","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-21","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-22","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-23","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-24","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-25","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-26","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-27","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-28","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-29","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-30","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-03-31","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-01","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-02","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-03","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-04","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-05","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-06","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-07","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-08","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-09","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-10","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-11","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-12","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-13","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-14","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-15","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-16","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-17","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-18","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-19","  591","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-20","  473","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-21","  100","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-22","  410","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-23","  455","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-24","  278","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-25","  328","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-26","  416","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-27","  248","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-28","  139","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-29","  391","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-04-30","  459","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-01","  300","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-02","  393","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-03","  327","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-04","  284","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-05","  231","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-06","  380","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-07","  356","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-08","  194","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-09","  128","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-10","  598","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-11","  307","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-12","  265","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-13","  406","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-14","  364","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-15","  458","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-16","  203","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-17","  423","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-18","  448","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-19","  221","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-20","  323","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-21","  445","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-22","  320","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-23","  347","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-24","  429","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-25","  308","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-26","  166","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-27","  185","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-28","  370","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-29","  131","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-30","  155","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-05-31","  326","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-01","  170","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-02","  279","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-03","  150","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-04","  290","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-05","  193","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-06","  238","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-07","  409","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-08","  274","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-09","  328","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-10","  135","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-11","  452","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-12","  415","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-13","  251","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-14","  357","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-15","  224","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-16","  235","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-17","   89","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-18","  390","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-19","  337","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Wellington","Wellington","2021-06-20","  144","Number","12-10-21"
